regulator,gene_name,gene_id,effect,evidence,source
ArcA,hyaC,b0974,+,1,RegulonDB_TF
Crp,murQ,b2428,+,1,RegulonDB_TF
ppGpp,rsxA,b1627,+,1,PMID:30971496
ppGpp,satP,b0010,+,1,PMID:30971496
Crp,mtlR,b3601,+,1,RegulonDB_TF
ArcA,ptsG,b1101,-,1,RegulonDB_TF
ppGpp,lpxB,b0182,+,1,PMID:30971496
ppGpp,artM,b0861,+,1,PMID:30971496
ppGpp,cspA,b3556,+,1,PMID:30971496
ppGpp,trhP,b2081,+,1,PMID:30971496
ppGpp,rplU,b3186,+,1,PMID:30971496
ppGpp,ghxP,b4064,+,1,PMID:30971496
ppGpp,prfC,b4375,+,1,PMID:30971496
ppGpp,rsxC,b1629,+,1,PMID:30971496
ppGpp,codB,b0336,+,1,PMID:30971496
ppGpp,rsxB,b1628,+,1,PMID:30971496
Crp,murP,b2429,+,1,RegulonDB_TF
Crp,mtlD,b3600,+,1,RegulonDB_TF
Crp,nagC,b0676,?,1,RegulonDB_TF
AraC,ygeA,b2840,+,1,RegulonDB_TF
Crp,nmpC,b0553,+,1,RegulonDB_TF
Crp,nanA,b3225,+,1,RegulonDB_TF
Crp,mtlA,b3599,+,1,RegulonDB_TF
Crp,melR,b4118,+,1,RegulonDB_TF
Crp,mhpR,b0346,+,1,RegulonDB_TF
ArcA,cydA,b0733,+,1,RegulonDB_TF
Crp,metY,b3171,-,1,RegulonDB_TF
Crp,melB,b4120,+,1,RegulonDB_TF
Crp,melA,b4119,+,1,RegulonDB_TF
Crp,mdtF,b3514,-,1,RegulonDB_TF
Crp,mdtE,b3513,-,1,RegulonDB_TF
Crp,mcaS,b4426,+,1,RegulonDB_TF
ppGpp,mreD,b3249,+,1,PMID:30971496
ppGpp,ytfL,b4218,+,1,PMID:30971496
ppGpp,mscK,b0465,+,1,PMID:30971496
ppGpp,apt,b0469,+,1,PMID:30971496
ppGpp,deaD,b3162,+,1,PMID:30971496
ppGpp,lysP,b2156,+,1,PMID:30971496
ppGpp,ybiT,b0820,+,1,PMID:30971496
ppGpp,sdaC,b2796,+,1,PMID:30971496
ppGpp,greA,b3181,+,1,PMID:30971496
ppGpp,plaP,b2014,+,1,PMID:30971496
YieP,ykgF,b0307,-,1,PMID:33149261
YieP,ykgG,b0308,-,1,PMID:33149261
ppGpp,mgtA,b4242,+,1,PMID:30971496
ppGpp,rfbX,b2037,+,1,PMID:30971496
YdeO,hyaD,b0975,+,1,RegulonDB_TF
YdeO,hyaE,b0976,+,1,RegulonDB_TF
YdeO,hyaF,b0977,+,1,RegulonDB_TF
YdeO,mdtE,b3513,+,1,RegulonDB_TF
YdeO,mdtF,b3514,+,1,RegulonDB_TF
YdeO,gadE,b3512,+,1,RegulonDB_TF
ppGpp,ydgI,b1605,+,1,PMID:30971496
YieP,yohJ,b2141,-,1,PMID:33149261
YieP,yohK,b2142,-,1,PMID:33149261
ArcA,lldR,b3604,-,1,RegulonDB_TF
ArcA,moeA,b0827,+,1,RegulonDB_TF
ArcA,moeB,b0826,+,1,RegulonDB_TF
YieP,adiY,b4116,-,1,PMID:33149261
ppGpp,secG,b3175,+,1,PMID:30971496
ppGpp,ygiQ,b4469,+,1,PMID:30971496
ppGpp,epmA,b4155,+,1,PMID:30971496
ppGpp,sdaB,b2797,+,1,PMID:30971496
ppGpp,dnaG,b3066,+,1,PMID:30971496
ppGpp,rluB,b1269,+,1,PMID:30971496
ppGpp,secE,b3981,+,1,PMID:30971496
ppGpp,purR,b1658,+,1,PMID:30971496
ppGpp,nusG,b3982,+,1,PMID:30971496
ppGpp,aroK,b3390,+,1,PMID:30971496
ppGpp,pssA,b2585,+,1,PMID:30971496
ppGpp,lepB,b2568,+,1,PMID:30971496
ppGpp,yhbE,b3184,+,1,PMID:30971496
ppGpp,parE,b3030,+,1,PMID:30971496
ppGpp,mltD,b0211,+,1,PMID:30971496
ppGpp,kup,b3747,+,1,PMID:30971496
ArcA,hyaF,b0977,+,1,RegulonDB_TF
OmpR,htpX,b1829,-,1,PMID:28526842
YieP,ykgE,b0306,-,1,PMID:33149261
OmpR,znuA,b1857,+,1,PMID:28526842
OmpR,micF,b4439,+,1,PMID:28526842
OmpR,copA,b0484,-,1,PMID:28526842
ArcA,lldP,b3603,-,1,RegulonDB_TF
OmpR,yccT,b0964,-,1,PMID:28526842
OmpR,yobB,b1843,-,1,PMID:28526842
OmpR,exoX,b1844,-,1,PMID:28526842
OmpR,nuoN,b2276,-,1,PMID:28526842
OmpR,galP,b2943,-,1,PMID:28526842
OmpR,alx,b3088,-,1,PMID:28526842
OmpR,malE,b4034,-,1,PMID:28526842
OmpR,malF,b4033,-,1,PMID:28526842
OmpR,malG,b4032,-,1,PMID:28526842
Crp,nanT,b3224,+,1,RegulonDB_TF
Crp,csrC,b4457,-,1,RegulonDB_TF
ppGpp,dadX,b1190,-,1,PMID:30971496
ppGpp,yahO,b0329,-,1,PMID:30971496
ppGpp,aroG,b0754,-,1,PMID:30971496
ppGpp,asd,b3433,-,1,PMID:30971496
ppGpp,dadA,b1189,-,1,PMID:30971496
ppGpp,metH,b4019,-,1,PMID:30971496
ppGpp,ilvE,b3770,-,1,PMID:30971496
ppGpp,gltD,b3213,-,1,PMID:30971496
ppGpp,ysgA,b3830,-,1,PMID:30971496
ppGpp,dmlA,b1800,-,1,PMID:30971496
ppGpp,trpC,b1262,-,1,PMID:30971496
ppGpp,kefG,b3351,-,1,PMID:30971496
ppGpp,gsiA,b0829,-,1,PMID:30971496
ppGpp,yagN,b0280,-,1,PMID:30971496
ppGpp,yihD,b3858,-,1,PMID:30971496
ppGpp,hcaE,b2538,-,1,PMID:30971496
ppGpp,proX,b2679,-,1,PMID:30971496
ppGpp,talA,b2464,-,1,PMID:30971496
ppGpp,yjbD,b4023,-,1,PMID:30971496
ppGpp,yceM,b1068,-,1,PMID:30971496
ppGpp,yafV,b0219,-,1,PMID:30971496
ppGpp,ybgI,b0710,-,1,PMID:30971496
ppGpp,argH,b3960,-,1,PMID:30971496
ppGpp,csgE,b1039,-,1,PMID:30971496
ppGpp,puuD,b1298,-,1,PMID:30971496
ppGpp,ilvI,b0077,-,1,PMID:30971496
ppGpp,yheV,b4551,-,1,PMID:30971496
ppGpp,elaB,b2266,-,1,PMID:30971496
ppGpp,uspF,b1376,-,1,PMID:30971496
ppGpp,yhhM,b3467,-,1,PMID:30971496
ppGpp,ampD,b0110,-,1,PMID:30971496
ppGpp,glnP,b0810,-,1,PMID:30971496
ppGpp,yhjY,b3548,-,1,PMID:30971496
ppGpp,wrbA,b1004,-,1,PMID:30971496
ppGpp,ybhR,b0792,-,1,PMID:30971496
ppGpp,msyB,b1051,-,1,PMID:30971496
Crp,dadA,b1189,?,1,RegulonDB_TF
Crp,dadX,b1190,?,1,RegulonDB_TF
Crp,nanK,b3222,+,1,RegulonDB_TF
ppGpp,puuA,b1297,-,1,PMID:30971496
ppGpp,hdfR,b4480,-,1,PMID:30971496
ppGpp,pxpC,b0712,-,1,PMID:30971496
ppGpp,argB,b3959,-,1,PMID:30971496
ppGpp,tabA,b4252,-,1,PMID:30971496
ppGpp,ltaE,b0870,-,1,PMID:30971496
ppGpp,yhjE,b3523,-,1,PMID:30971496
ppGpp,yagU,b0287,-,1,PMID:30971496
ppGpp,mnaT,b1448,-,1,PMID:30971496
ppGpp,iaaA,b0828,-,1,PMID:30971496
ppGpp,yidE,b3685,-,1,PMID:30971496
ppGpp,yihX,b3885,-,1,PMID:30971496
Crp,csqR,b3884,?,1,RegulonDB_TF
ppGpp,tesA,b0494,-,1,PMID:30971496
ppGpp,yodB,b1974,-,1,PMID:30971496
ppGpp,pxpA,b0713,-,1,PMID:30971496
ppGpp,uspC,b1895,-,1,PMID:30971496
ppGpp,nlpA,b3661,-,1,PMID:30971496
ppGpp,ycgB,b1188,-,1,PMID:30971496
Crp,dcuR,b4124,+,1,RegulonDB_TF
ppGpp,ybeL,b0643,-,1,PMID:30971496
ppGpp,yhhN,b3468,-,1,PMID:30971496
ppGpp,pyrR,b2381,-,1,PMID:30971496
ppGpp,rutR,b1013,-,1,PMID:30971496
ppGpp,poxB,b0871,-,1,PMID:30971496
ppGpp,ygeA,b2840,-,1,PMID:30971496
ppGpp,dgcM,b1341,-,1,PMID:30971496
ppGpp,appA,b0980,-,1,PMID:30971496
ppGpp,casE,b2756,-,1,PMID:30971496
ppGpp,tam,b1519,-,1,PMID:30971496
ppGpp,yagH,b0271,-,1,PMID:30971496
ppGpp,ybgS,b0753,-,1,PMID:30971496
ppGpp,pxpB,b0711,-,1,PMID:30971496
ppGpp,glgB,b3432,-,1,PMID:30971496
ppGpp,argC,b3958,-,1,PMID:30971496
ArcA,hyaB,b0973,+,1,RegulonDB_TF
ArcA,hyaA,b0972,+,1,RegulonDB_TF
ArcA,fadI,b2342,-,1,RegulonDB_TF
Crp,malT,b3418,+,1,RegulonDB_TF
ArcA,fadJ,b2341,-,1,RegulonDB_TF
ppGpp,glgX,b3431,-,1,PMID:30971496
ArcA,gadE,b3512,+,1,RegulonDB_TF
Crp,nanE,b3223,+,1,RegulonDB_TF
ArcA,hyaD,b0975,+,1,RegulonDB_TF
Crp,lacA,b0342,?,1,RegulonDB_TF
Crp,lacI,b0345,+,1,RegulonDB_TF
Crp,ivbL,b3672,+,1,RegulonDB_TF
Crp,ilvN,b3670,+,1,RegulonDB_TF
Crp,ilvB,b3671,+,1,RegulonDB_TF
ArcA,gadF,b4718,+,1,RegulonDB_TF
ppGpp,nrdE,b2675,-,1,PMID:30971496
ppGpp,betB,b0312,-,1,PMID:30971496
ppGpp,yfjW,b2642,-,1,PMID:30971496
ppGpp,nrdI,b2674,-,1,PMID:30971496
ppGpp,nrdF,b2676,-,1,PMID:30971496
Crp,chbR,b1735,+,1,RegulonDB_TF
ppGpp,nrdH,b2673,-,1,PMID:30971496
Crp,cpdB,b4213,+,1,RegulonDB_TF
ppGpp,yjgL,b4253,-,1,PMID:30971496
ppGpp,ybgA,b0707,-,1,PMID:30971496
ppGpp,yicH,b3655,-,1,PMID:30971496
ppGpp,modF,b0760,-,1,PMID:30971496
ppGpp,fabY,b3888,-,1,PMID:30971496
ppGpp,ilvH,b0078,-,1,PMID:30971496
BolA,mreB,b3251,-,1,RegulonDB_TF
ppGpp,yiiX,b3937,+,1,PMID:30971496
Crp,lacZ,b0344,?,1,RegulonDB_TF
Crp,lyxK,b3580,+,1,RegulonDB_TF
Crp,lhgD,b2660,+,1,RegulonDB_TF
ArcA,fadL,b2344,-,1,RegulonDB_TF
ppGpp,yphA,b2543,-,1,PMID:30971496
ppGpp,glcF,b4467,-,1,PMID:30971496
ppGpp,truC,b2791,+,1,PMID:30971496
ppGpp,recO,b2565,+,1,PMID:30971496
Cra,cydB,b0734,+,1,RegulonDB_TF
ppGpp,waaA,b3633,+,1,PMID:30971496
ppGpp,tyrP,b1907,+,1,PMID:30971496
ppGpp,rpmB,b3637,+,1,PMID:30971496
ppGpp,rfaH,b3842,+,1,PMID:30971496
ppGpp,atpB,b3738,+,1,PMID:30971496
ppGpp,fadL,b2344,+,1,PMID:30971496
ppGpp,tolQ,b0737,+,1,PMID:30971496
ppGpp,rpsH,b3306,+,1,PMID:30971496
ppGpp,yejL,b2187,+,1,PMID:30971496
ppGpp,yhfZ,b3383,+,1,PMID:30971496
ppGpp,folA,b0048,+,1,PMID:30971496
ppGpp,yqcC,b2792,+,1,PMID:30971496
ppGpp,priB,b4201,+,1,PMID:30971496
ppGpp,tusA,b3470,+,1,PMID:30971496
ppGpp,yfiP,b2583,+,1,PMID:30971496
ppGpp,nusA,b3169,+,1,PMID:30971496
ppGpp,ymfA,b1122,+,1,PMID:30971496
ppGpp,accB,b3255,+,1,PMID:30971496
ppGpp,ycfZ,b1121,+,1,PMID:30971496
ppGpp,ygcN,b2766,+,1,PMID:30971496
Cra,icd,b1136,+,1,RegulonDB_TF
ppGpp,endA,b2945,+,1,PMID:30971496
ppGpp,yjfZ,b4204,+,1,PMID:30971496
ppGpp,flhD,b1892,+,1,PMID:30971496
ppGpp,flhC,b1891,+,1,PMID:30971496
ppGpp,mglA,b2149,+,1,PMID:30971496
ppGpp,ychQ,b1213,+,1,PMID:30971496
ppGpp,rpsD,b3296,+,1,PMID:30971496
ppGpp,gntU,b4476,+,1,PMID:30971496
ppGpp,ansA,b1767,+,1,PMID:30971496
MarA,micF,b4439,+,1,RegulonDB_TF
MarA,acrA,b0463,+,1,RegulonDB_TF
MarA,acnA,b1276,+,1,RegulonDB_TF
MarA,fpr,b3924,+,1,RegulonDB_TF
MalI,malY,b1622,-,1,RegulonDB_TF
MalI,malX,b1621,-,1,RegulonDB_TF
MalT,malQ,b3416,+,1,RegulonDB_TF
MarA,acrB,b0462,+,1,RegulonDB_TF
MarA,fumC,b1611,+,1,RegulonDB_TF
ppGpp,ycbZ,b0955,+,1,PMID:30971496
NtrC,rseD,b4725,+,1,RegulonDB_TF
ppGpp,znuC,b1858,+,1,PMID:30971496
ppGpp,rpsF,b4200,+,1,PMID:30971496
ppGpp,ybfE,b0685,+,1,PMID:30971496
ppGpp,hcaT,b2536,+,1,PMID:30971496
MarA,hdeA,b3510,-,1,RegulonDB_TF
MarA,inaA,b2237,+,1,RegulonDB_TF
MarA,hdeB,b3509,-,1,RegulonDB_TF
ppGpp,znuB,b1859,+,1,PMID:30971496
ppGpp,yadS,b0157,+,1,PMID:30971496
ppGpp,nupC,b2393,+,1,PMID:30971496
ppGpp,pabA,b3360,+,1,PMID:30971496
ppGpp,ydgK,b1626,+,1,PMID:30971496
ppGpp,rimI,b4373,+,1,PMID:30971496
ppGpp,purC,b2476,+,1,PMID:30971496
ppGpp,ispD,b2747,+,1,PMID:30971496
ppGpp,ybjS,b0868,+,1,PMID:30971496
ppGpp,yecJ,b4537,+,1,PMID:30971496
ppGpp,pyrC,b1062,+,1,PMID:30971496
ppGpp,yghD,b2968,+,1,PMID:30971496
ppGpp,purT,b1849,+,1,PMID:30971496
Cra,csgF,b1038,+,1,RegulonDB_TF
ppGpp,clcB,b1592,+,1,PMID:30971496
ppGpp,glsB,b1524,+,1,PMID:30971496
ppGpp,ybcI,b0527,+,1,PMID:30971496
ppGpp,rsmB,b3289,+,1,PMID:30971496
ppGpp,hchA,b1967,-,1,PMID:30971496
ppGpp,insL-1,b0016,+,1,PMID:30971496
ppGpp,insL-2,b0582,+,1,PMID:30971496
ppGpp,insL-3,b2394,+,1,PMID:30971496
ppGpp,rbsC,b3750,+,1,PMID:30971496
ppGpp,mutM,b3635,+,1,PMID:30971496
ppGpp,hslO,b3401,+,1,PMID:30971496
ppGpp,phoH,b1020,-,1,PMID:30971496
Cra,mtlA,b3599,-,1,RegulonDB_TF
ppGpp,yaeP,b4406,-,1,PMID:30971496
ppGpp,rof,b0189,-,1,PMID:30971496
ppGpp,yibT,b4554,-,1,PMID:30971496
ppGpp,tas,b2834,-,1,PMID:30971496
ppGpp,aceB,b4014,-,1,PMID:30971496
ppGpp,yhcB,b3233,-,1,PMID:30971496
ppGpp,holD,b4372,+,1,PMID:30971496
ppGpp,cspF,b1558,+,1,PMID:30971496
ppGpp,ydfO,b1549,+,1,PMID:30971496
ppGpp,rlmI,b0967,+,1,PMID:30971496
ppGpp,pcnB,b0143,+,1,PMID:30971496
ppGpp,rlmC,b0859,+,1,PMID:30971496
ppGpp,opgC,b1047,+,1,PMID:30971496
ppGpp,yejK,b2186,+,1,PMID:30971496
ppGpp,miaB,b0661,+,1,PMID:30971496
ppGpp,pth,b1204,+,1,PMID:30971496
ppGpp,recQ,b3822,+,1,PMID:30971496
ppGpp,dbpA,b1343,+,1,PMID:30971496
ppGpp,yebQ,b1828,+,1,PMID:30971496
ppGpp,mnmA,b1133,+,1,PMID:30971496
ppGpp,yccF,b0961,+,1,PMID:30971496
Cra,cydA,b0733,+,1,RegulonDB_TF
ppGpp,yqeG,b2845,+,1,PMID:30971496
ppGpp,yehS,b2124,+,1,PMID:30971496
ppGpp,rpsR,b4202,+,1,PMID:30971496
ppGpp,upp,b2498,+,1,PMID:30971496
ppGpp,gpt,b0238,+,1,PMID:30971496
ppGpp,rsfS,b0637,+,1,PMID:30971496
ppGpp,atpI,b3739,+,1,PMID:30971496
ppGpp,mltF,b2558,+,1,PMID:30971496
ppGpp,rlmH,b0636,+,1,PMID:30971496
ppGpp,rsmF,b1835,+,1,PMID:30971496
CpxR,yebE,b1846,+,1,RegulonDB_TF
CpxR,yqaE,b2666,+,1,RegulonDB_TF
ppGpp,yfaA,b2230,+,1,PMID:30971496
CpxR,yqjA,b3095,+,1,RegulonDB_TF
ppGpp,potI,b0857,+,1,PMID:30971496
ppGpp,hokC,b4412,+,1,PMID:30971496
ppGpp,trhO,b1055,+,1,PMID:30971496
ppGpp,udk,b2066,+,1,PMID:30971496
MarA,mlaC,b3192,+,1,RegulonDB_TF
CreB,creD,b4400,+,1,RegulonDB_TF
ModE,narX,b1222,+,1,RegulonDB_TF
ModE,moaE,b0785,+,1,RegulonDB_TF
ModE,moaD,b0784,+,1,RegulonDB_TF
ModE,moaC,b0783,+,1,RegulonDB_TF
ModE,moaB,b0782,+,1,RegulonDB_TF
ModE,moaA,b0781,+,1,RegulonDB_TF
ModE,hycI,b2717,+,1,RegulonDB_TF
ModE,narL,b1221,+,1,RegulonDB_TF
MprA,emrA,b2685,-,1,RegulonDB_TF
ModE,hycH,b2718,+,1,RegulonDB_TF
Lrp,oppF,b1247,-,1,RegulonDB_TF
Lrp,oppD,b1246,-,1,RegulonDB_TF
Lrp,oppC,b1245,-,1,RegulonDB_TF
Lrp,oppB,b1244,-,1,RegulonDB_TF
Lrp,oppA,b1243,-,1,RegulonDB_TF
Lrp,ompC,b2215,-,1,RegulonDB_TF
Lrp,rrlA,b3854,-,1,RegulonDB_TF
McbR,yciF,b1258,+,1,RegulonDB_TF
MprA,emrB,b2686,-,1,RegulonDB_TF
MqsA,cspD,b0880,-,1,RegulonDB_TF
MqsA,csgG,b1037,-,1,RegulonDB_TF
MqsA,csgF,b1038,-,1,RegulonDB_TF
MqsA,csgE,b1039,-,1,RegulonDB_TF
MqsA,csgD,b1040,-,1,RegulonDB_TF
MprA,mprA,b2684,-,1,RegulonDB_TF
McbR,rsd,b3995,+,1,RegulonDB_TF
McbR,yciG,b1259,+,1,RegulonDB_TF
ModE,hycG,b2719,+,1,RegulonDB_TF
MraZ,mioC,b3742,-,1,RegulonDB_TF
ModE,hycE,b2721,+,1,RegulonDB_TF
MlrA,csgE,b1039,+,1,RegulonDB_TF
MlrA,csgD,b1040,+,1,RegulonDB_TF
MlrA,cadC,b4133,+,1,RegulonDB_TF
Mlc,ptsG,b1101,-,1,RegulonDB_TF
Nac,ydcV,b1443,+,1,RegulonDB_TF
Nac,ydcU,b1442,+,1,RegulonDB_TF
Nac,ydcT,b1441,+,1,RegulonDB_TF
Nac,ydcS,b1440,+,1,RegulonDB_TF
Nac,patD,b1444,+,1,RegulonDB_TF
Lrp,osmY,b4376,-,1,RegulonDB_TF
MarA,nfsB,b0578,+,1,RegulonDB_TF
MarA,nfsA,b0851,+,1,RegulonDB_TF
MarA,mlaF,b3195,+,1,RegulonDB_TF
MarA,mlaE,b3194,+,1,RegulonDB_TF
MarA,mlaD,b3193,+,1,RegulonDB_TF
MarA,xseA,b2509,+,1,RegulonDB_TF
McbR,yciE,b1257,+,1,RegulonDB_TF
MarA,pqiB,b0951,+,1,RegulonDB_TF
Lrp,livJ,b3460,-,1,RegulonDB_TF
Lrp,lhgD,b2660,+,1,RegulonDB_TF
Lrp,kbl,b3617,+,1,RegulonDB_TF
Lrp,ilvX,b4669,-,1,RegulonDB_TF
Lrp,ilvM,b3769,-,1,RegulonDB_TF
Lrp,ilvL,b3766,-,1,RegulonDB_TF
Lrp,ilvI,b0077,?,1,RegulonDB_TF
MarA,pqiA,b0950,+,1,RegulonDB_TF
MarA,pqiC,b0952,+,1,RegulonDB_TF
Lrp,rrfA,b3855,-,1,RegulonDB_TF
MazE,mazE,b2783,-,1,RegulonDB_TF
McbR,rmf,b0953,+,1,RegulonDB_TF
McbR,mcbA,b0806,-,1,RegulonDB_TF
MazE-MazF,mazG,b2781,-,1,RegulonDB_TF
MazE-MazF,mazF,b2782,-,1,RegulonDB_TF
MazE-MazF,mazE,b2783,-,1,RegulonDB_TF
MazE,mazG,b2781,-,1,RegulonDB_TF
MazE,mazF,b2782,-,1,RegulonDB_TF
MarA,zwf,b1852,+,1,RegulonDB_TF
MarA,yhiD,b3508,-,1,RegulonDB_TF
MarA,ybjN,b0853,+,1,RegulonDB_TF
MarA,mlaB,b3191,+,1,RegulonDB_TF
MarA,ybjC,b0850,+,1,RegulonDB_TF
MarA,sodA,b3908,+,1,RegulonDB_TF
MarA,rimK,b0852,+,1,RegulonDB_TF
Lrp,ilvG,b4488,-,1,RegulonDB_TF
Lrp,serA,b2913,?,1,RegulonDB_TF
Lrp,tdh,b3616,+,1,RegulonDB_TF
Lrp,stpA,b2669,+,1,RegulonDB_TF
Lrp,ssrS,b2911,-,1,RegulonDB_TF
Lrp,rrsC,b3756,-,1,RegulonDB_TF
Lrp,ilvD,b3771,-,1,RegulonDB_TF
Lrp,rrsB,b3968,-,1,RegulonDB_TF
Lrp,rrsA,b3851,-,1,RegulonDB_TF
Lrp,rrlC,b3758,-,1,RegulonDB_TF
Lrp,rrlB,b3970,-,1,RegulonDB_TF
Lrp,rrfC,b3759,-,1,RegulonDB_TF
Lrp,rrfB,b3971,-,1,RegulonDB_TF
Lrp,micF,b4439,-,1,RegulonDB_TF
Lrp,lysP,b2156,+,1,RegulonDB_TF
Lrp,gltU,b3757,-,1,RegulonDB_TF
Lrp,lrp,b0889,-,1,RegulonDB_TF
Lrp,ileT,b3852,-,1,RegulonDB_TF
Lrp,gltT,b3969,-,1,RegulonDB_TF
Lrp,gltF,b3214,+,1,RegulonDB_TF
Lrp,glaH,b2659,+,1,RegulonDB_TF
Lrp,gcvT,b2905,+,1,RegulonDB_TF
Lrp,gcvP,b2903,+,1,RegulonDB_TF
Lrp,gcvH,b2904,+,1,RegulonDB_TF
Lrp,gabT,b2662,+,1,RegulonDB_TF
Lrp,gabP,b2663,+,1,RegulonDB_TF
Lrp,gabD,b2661,+,1,RegulonDB_TF
ppGpp,rsmG,b3740,+,1,PMID:30971496
ppGpp,ybdK,b0581,-,1,PMID:30971496
ppGpp,yjaZ,b3989,+,1,PMID:30971496
ppGpp,menD,b2264,+,1,PMID:30971496
CpxR,rprA,b4431,+,1,RegulonDB_TF
ppGpp,infB,b3168,+,1,PMID:30971496
ppGpp,dgcF,b1522,+,1,PMID:30971496
ppGpp,yabI,b0065,+,1,PMID:30971496
ppGpp,rplD,b3319,+,1,PMID:30971496
ppGpp,menH,b2263,+,1,PMID:30971496
ppGpp,rplB,b3317,+,1,PMID:30971496
ppGpp,rplW,b3318,+,1,PMID:30971496
ppGpp,rpsS,b3316,+,1,PMID:30971496
ppGpp,pyrF,b1281,+,1,PMID:30971496
CpxR,slt,b4392,+,1,RegulonDB_TF
CpxR,spy,b1743,+,1,RegulonDB_TF
CpxR,srkA,b3859,+,1,RegulonDB_TF
CpxR,tomB,b0461,+,1,RegulonDB_TF
CpxR,ppiD,b0441,+,1,RegulonDB_TF
CpxR,ompF,b0929,-,1,RegulonDB_TF
CpxR,ung,b2580,-,1,RegulonDB_TF
ppGpp,mltG,b1097,+,1,PMID:30971496
ppGpp,tgt,b0406,+,1,PMID:30971496
ppGpp,prfA,b1211,+,1,PMID:30971496
ppGpp,infC,b1718,+,1,PMID:30971496
ppGpp,rluD,b2594,+,1,PMID:30971496
ppGpp,lpxT,b2174,+,1,PMID:30971496
ppGpp,lysO,b0874,+,1,PMID:30971496
ppGpp,yqeF,b2844,+,1,PMID:30971496
ppGpp,yfgJ,b2510,+,1,PMID:30971496
CpxR,ompC,b2215,+,1,RegulonDB_TF
ppGpp,ykfI,b0245,+,1,PMID:30971496
ppGpp,gntP,b4321,+,1,PMID:30971496
ppGpp,uhpA,b3669,+,1,PMID:30971496
CpxR,motA,b1890,-,1,RegulonDB_TF
ppGpp,aroE,b3281,+,1,PMID:30971496
ppGpp,yqgC,b2940,+,1,PMID:30971496
CpxR,mzrA,b3096,+,1,RegulonDB_TF
CpxR,tsr,b4355,-,1,RegulonDB_TF
ppGpp,speA,b2938,+,1,PMID:30971496
ppGpp,potC,b1124,+,1,PMID:30971496
ppGpp,dnaN,b3701,+,1,PMID:30971496
ppGpp,rsxG,b1631,+,1,PMID:30971496
ppGpp,dusC,b2140,+,1,PMID:30971496
ppGpp,rsxE,b1632,+,1,PMID:30971496
CaiF,fixA,b0041,+,1,RegulonDB_TF
ppGpp,purB,b1131,+,1,PMID:30971496
BolA,mreC,b3250,-,1,RegulonDB_TF
ppGpp,rnpA,b3704,+,1,PMID:30971496
ppGpp,dnaA,b3702,+,1,PMID:30971496
ppGpp,purK,b0522,+,1,PMID:30971496
ppGpp,cvpA,b2313,+,1,PMID:30971496
ppGpp,fis,b3261,+,1,PMID:30971496
ppGpp,potB,b1125,+,1,PMID:30971496
ppGpp,emrD,b3673,+,1,PMID:30971496
Cbl,tauD,b0368,+,1,RegulonDB_TF
ppGpp,envR,b3264,+,1,PMID:30971496
Cbl,ssuB,b0933,+,1,RegulonDB_TF
ppGpp,cdsA,b0175,+,1,PMID:30971496
ppGpp,rpmE,b3936,+,1,PMID:30971496
ppGpp,rlmL,b0948,+,1,PMID:30971496
CaiF,fixB,b0042,+,1,RegulonDB_TF
CaiF,fixC,b0043,+,1,RegulonDB_TF
CaiF,fixX,b0044,+,1,RegulonDB_TF
Cbl,ssuA,b0936,+,1,RegulonDB_TF
Cbl,ssuC,b0934,+,1,RegulonDB_TF
Cbl,tauC,b0367,+,1,RegulonDB_TF
Cbl,ssuD,b0935,+,1,RegulonDB_TF
Cbl,ssuE,b0937,+,1,RegulonDB_TF
Cbl,tauA,b0365,+,1,RegulonDB_TF
Cbl,tauB,b0366,+,1,RegulonDB_TF
ppGpp,bipA,b3871,+,1,PMID:30971496
ppGpp,plsB,b4041,+,1,PMID:30971496
ppGpp,tadA,b2559,+,1,PMID:30971496
ppGpp,aroM,b0390,+,1,PMID:30971496
ppGpp,dctA,b3528,+,1,PMID:30971496
ppGpp,ttcA,b1344,+,1,PMID:30971496
CpxR,hha,b0460,+,1,RegulonDB_TF
CpxR,csgG,b1037,-,1,RegulonDB_TF
CpxR,cyaR,b4438,-,1,RegulonDB_TF
CpxR,degP,b0161,+,1,RegulonDB_TF
CpxR,dgcZ,b1535,+,1,RegulonDB_TF
CpxR,dsbA,b3860,+,1,RegulonDB_TF
CpxR,efeU,b4490,-,1,RegulonDB_TF
CpxR,ftnB,b1902,+,1,RegulonDB_TF
CpxR,kbp,b2665,+,1,RegulonDB_TF
CpxR,csgE,b1039,-,1,RegulonDB_TF
CpxR,ldtC,b1113,+,1,RegulonDB_TF
CpxR,ldtD,b0925,+,1,RegulonDB_TF
CpxR,marA,b1531,+,1,RegulonDB_TF
CpxR,marB,b1532,+,1,RegulonDB_TF
CpxR,marR,b1530,+,1,RegulonDB_TF
CpxR,mdtA,b2074,+,1,RegulonDB_TF
CpxR,mdtB,b2075,+,1,RegulonDB_TF
CpxR,csgF,b1038,-,1,RegulonDB_TF
CpxR,csgD,b1040,-,1,RegulonDB_TF
ppGpp,dgcJ,b1786,+,1,PMID:30971496
ppGpp,recT,b1349,-,1,PMID:30971496
ppGpp,envY,b0566,-,1,PMID:30971496
ppGpp,allB,b0512,-,1,PMID:30971496
ppGpp,yegS,b2086,-,1,PMID:30971496
ppGpp,kptA,b4331,-,1,PMID:30971496
ppGpp,sgbE,b3583,-,1,PMID:30971496
ppGpp,pgaD,b1021,-,1,PMID:30971496
