,gene_id,database,kegg_id
19478,b1373,KEGG_reaction,-
19479,b1374,KEGG_reaction,-
19480,b1375,KEGG_reaction,-
19481,b1376,KEGG_reaction,-
19482,b1377,KEGG_reaction,-
19483,b1378,KEGG_reaction,R01196
19484,b1378,KEGG_reaction,R10866
19485,b4529,KEGG_reaction,-
19486,b1379,KEGG_reaction,-
19487,b1380,KEGG_reaction,R00704
19488,b1381,KEGG_reaction,-
19489,b1382,KEGG_reaction,-
19490,b1383,KEGG_reaction,-
19491,b1384,KEGG_reaction,-
19492,b1385,KEGG_reaction,R02536
19493,b1386,KEGG_reaction,R02382
19494,b1386,KEGG_reaction,R02529
19495,b1386,KEGG_reaction,R02613
19496,b1386,KEGG_reaction,R03139
19497,b1386,KEGG_reaction,R04027
19498,b1386,KEGG_reaction,R04300
19499,b1386,KEGG_reaction,R06154
19500,b1386,KEGG_reaction,R06740
19501,b1387,KEGG_reaction,R09820
19502,b1387,KEGG_reaction,R09836
19503,b1388,KEGG_reaction,R09838
19504,b1389,KEGG_reaction,R09838
19505,b1390,KEGG_reaction,R09838
19506,b1391,KEGG_reaction,R09838
19507,b1392,KEGG_reaction,R09838
19508,b1393,KEGG_reaction,R03026
19509,b1393,KEGG_reaction,R03045
19510,b1393,KEGG_reaction,R04137
19511,b1393,KEGG_reaction,R04170
19512,b1393,KEGG_reaction,R04204
19513,b1393,KEGG_reaction,R04224
19514,b1393,KEGG_reaction,R04738
19515,b1393,KEGG_reaction,R04740
19516,b1393,KEGG_reaction,R04744
19517,b1393,KEGG_reaction,R04746
19518,b1393,KEGG_reaction,R04749
19519,b1393,KEGG_reaction,R05595
19520,b1393,KEGG_reaction,R06411
19521,b1393,KEGG_reaction,R06412
19522,b1393,KEGG_reaction,R06942
19523,b1393,KEGG_reaction,R08093
19524,b1394,KEGG_reaction,R09837
19525,b1394,KEGG_reaction,R09839
19526,b1395,KEGG_reaction,R01976
19527,b1395,KEGG_reaction,R05576
19528,b1395,KEGG_reaction,R06941
19529,b1396,KEGG_reaction,R09840
19530,b1397,KEGG_reaction,R00238
19531,b1397,KEGG_reaction,R00829
19532,b1397,KEGG_reaction,R00927
19533,b1397,KEGG_reaction,R01177
19534,b1397,KEGG_reaction,R03778
19535,b1397,KEGG_reaction,R03858
19536,b1397,KEGG_reaction,R03991
19537,b1397,KEGG_reaction,R04546
19538,b1397,KEGG_reaction,R04742
19539,b1397,KEGG_reaction,R04747
19540,b1397,KEGG_reaction,R05506
19541,b1397,KEGG_reaction,R05586
19542,b1397,KEGG_reaction,R07891
19543,b1397,KEGG_reaction,R07895
19544,b1397,KEGG_reaction,R07899
19545,b1397,KEGG_reaction,R08091
19546,b1397,KEGG_reaction,R08095
19547,b1397,KEGG_reaction,R09839
19548,b1398,KEGG_reaction,R02539
19549,b1399,KEGG_reaction,-
19550,b1400,KEGG_reaction,-
19551,b4492,KEGG_reaction,-
19552,b1402,KEGG_reaction,-
19553,b1403,KEGG_reaction,-
19554,b1404,KEGG_reaction,-
19555,b1406,KEGG_reaction,R01708
19556,b1407,KEGG_reaction,-
19557,b1408,KEGG_reaction,R01801
19558,b1409,KEGG_reaction,R01799
19559,b1410,KEGG_reaction,-
19560,b1411,KEGG_reaction,-
19561,b1412,KEGG_reaction,-
19562,b1413,KEGG_reaction,-
19563,b1414,KEGG_reaction,-
19564,b1415,KEGG_reaction,R00203
19565,b1415,KEGG_reaction,R01333
19566,b1415,KEGG_reaction,R01446
19567,b1418,KEGG_reaction,-
19568,b1419,KEGG_reaction,-
19569,b4428,KEGG_reaction,-
19570,b1421,KEGG_reaction,-
19571,b1422,KEGG_reaction,-
19572,b1423,KEGG_reaction,-
19573,b1424,KEGG_reaction,-
19574,b1426,KEGG_reaction,-
19575,b1427,KEGG_reaction,-
19576,b1428,KEGG_reaction,-
19577,b1429,KEGG_reaction,-
19578,b1430,KEGG_reaction,-
19579,b1431,KEGG_reaction,-
19580,b1432,KEGG_reaction,-
19581,b1433,KEGG_reaction,-
19582,b1434,KEGG_reaction,-
19583,b1435,KEGG_reaction,-
19584,b1436,KEGG_reaction,-
19585,b4532,KEGG_reaction,-
19586,b1438,KEGG_reaction,-
19587,b1439,KEGG_reaction,-
19588,b1440,KEGG_reaction,-
19589,b1441,KEGG_reaction,-
19590,b1442,KEGG_reaction,-
19591,b1443,KEGG_reaction,-
19592,b1444,KEGG_reaction,R02549
19593,b1445,KEGG_reaction,-
19594,b1446,KEGG_reaction,-
19595,b1447,KEGG_reaction,-
19596,b1448,KEGG_reaction,R08871
19597,b1448,KEGG_reaction,R08938
19598,b1449,KEGG_reaction,-
19599,b1450,KEGG_reaction,-
19600,b1451,KEGG_reaction,-
19601,b1452,KEGG_reaction,-
19602,b1453,KEGG_reaction,-
19603,b1454,KEGG_reaction,-
19604,b1460,KEGG_reaction,-
19605,b1461,KEGG_reaction,R03966
19606,b1461,KEGG_reaction,R05389
19607,b1462,KEGG_reaction,-
19608,b1463,KEGG_reaction,-
19609,b1464,KEGG_reaction,-
19610,b1465,KEGG_reaction,R00798
19611,b1465,KEGG_reaction,R01106
19612,b1465,KEGG_reaction,R09497
19613,b1466,KEGG_reaction,-
19614,b1467,KEGG_reaction,R00798
19615,b1467,KEGG_reaction,R01106
19616,b1467,KEGG_reaction,R09497
19617,b1468,KEGG_reaction,R00798
19618,b1468,KEGG_reaction,R01106
19619,b1468,KEGG_reaction,R09497
19620,b1469,KEGG_reaction,-
19621,b1471,KEGG_reaction,-
19622,b1472,KEGG_reaction,-
19623,b1473,KEGG_reaction,-
19624,b1474,KEGG_reaction,R00519
19625,b1475,KEGG_reaction,R00519
19626,b1476,KEGG_reaction,R00519
19627,b1477,KEGG_reaction,-
19628,b1478,KEGG_reaction,R00623
19629,b1478,KEGG_reaction,R00754
19630,b1478,KEGG_reaction,R02124
19631,b1478,KEGG_reaction,R04805
19632,b1478,KEGG_reaction,R04880
19633,b1478,KEGG_reaction,R05233
19634,b1478,KEGG_reaction,R05234
19635,b1478,KEGG_reaction,R06917
19636,b1478,KEGG_reaction,R06927
19637,b1478,KEGG_reaction,R07105
19638,b1478,KEGG_reaction,R08281
19639,b1478,KEGG_reaction,R08306
19640,b1478,KEGG_reaction,R08310
19641,b1479,KEGG_reaction,R00214
19642,b1479,KEGG_reaction,R00216
19643,b1480,KEGG_reaction,-
19644,b1481,KEGG_reaction,-
19645,b1482,KEGG_reaction,-
19646,b1483,KEGG_reaction,-
19647,b1484,KEGG_reaction,-
19648,b1485,KEGG_reaction,-
19649,b1486,KEGG_reaction,-
19650,b1487,KEGG_reaction,-
19651,b1488,KEGG_reaction,-
19652,b1489,KEGG_reaction,R08991
19653,b1490,KEGG_reaction,R08057
19654,b1491,KEGG_reaction,-
19655,b1492,KEGG_reaction,-
19656,b1493,KEGG_reaction,R00261
19657,b1493,KEGG_reaction,R00489
19658,b1493,KEGG_reaction,R01682
19659,b1493,KEGG_reaction,R02466
19660,b1494,KEGG_reaction,-
19661,b1495,KEGG_reaction,-
19662,b1496,KEGG_reaction,-
19663,b1497,KEGG_reaction,-
19664,b1498,KEGG_reaction,-
19665,b1499,KEGG_reaction,-
19666,b1501,KEGG_reaction,-
19667,b1502,KEGG_reaction,-
19668,b1503,KEGG_reaction,-
19669,b1504,KEGG_reaction,-
19670,b1505,KEGG_reaction,-
19671,b1507,KEGG_reaction,-
19672,b1508,KEGG_reaction,-
19673,b1511,KEGG_reaction,R01639
19674,b1511,KEGG_reaction,R11183
19675,b1512,KEGG_reaction,-
19676,b1513,KEGG_reaction,-
19677,b1514,KEGG_reaction,-
19678,b1515,KEGG_reaction,-
19679,b1516,KEGG_reaction,-
19680,b1517,KEGG_reaction,R01068
19681,b1517,KEGG_reaction,R01070
19682,b1517,KEGG_reaction,R01829
19683,b1517,KEGG_reaction,R02568
19684,b1518,KEGG_reaction,-
19685,b1519,KEGG_reaction,-
19686,b1520,KEGG_reaction,-
19687,b1521,KEGG_reaction,R02454
19688,b1521,KEGG_reaction,R02555
19689,b1522,KEGG_reaction,-
19690,b1523,KEGG_reaction,-
19691,b1524,KEGG_reaction,R00256
19692,b1524,KEGG_reaction,R01579
19693,b1525,KEGG_reaction,R00713
19694,b1525,KEGG_reaction,R00714
19695,b1525,KEGG_reaction,R02401
19696,b1526,KEGG_reaction,-
19697,b1527,KEGG_reaction,-
19698,b1528,KEGG_reaction,-
19699,b1529,KEGG_reaction,-
19700,b1530,KEGG_reaction,-
19701,b1531,KEGG_reaction,-
19702,b1532,KEGG_reaction,-
19703,b1533,KEGG_reaction,-
19704,b1534,KEGG_reaction,-
19705,b4599,KEGG_reaction,-
19706,b1535,KEGG_reaction,R08057
19707,b1536,KEGG_reaction,-
19708,b1537,KEGG_reaction,-
19709,b1538,KEGG_reaction,-
19710,b1539,KEGG_reaction,R09289
19711,b1539,KEGG_reaction,R10851
19712,b1539,KEGG_reaction,R10852
19713,b1540,KEGG_reaction,-
19714,b1541,KEGG_reaction,-
19715,b1542,KEGG_reaction,R02454
19716,b1543,KEGG_reaction,-
19717,b1544,KEGG_reaction,-
19718,b1545,KEGG_reaction,-
19719,b1546,KEGG_reaction,-
19720,b1547,KEGG_reaction,-
19721,b1548,KEGG_reaction,-
19722,b4533,KEGG_reaction,-
19723,b1549,KEGG_reaction,-
19724,b1550,KEGG_reaction,-
19725,b1551,KEGG_reaction,-
19726,b4724,KEGG_reaction,-
19727,b1552,KEGG_reaction,-
19728,b1553,KEGG_reaction,-
19729,b4689,KEGG_reaction,-
19730,b1554,KEGG_reaction,-
19731,b1555,KEGG_reaction,-
19732,b1556,KEGG_reaction,-
19733,b1557,KEGG_reaction,-
19734,b1558,KEGG_reaction,-
19735,b1559,KEGG_reaction,-
19736,b1560,KEGG_reaction,-
19737,b1561,KEGG_reaction,-
19738,b1562,KEGG_reaction,-
19739,b1563,KEGG_reaction,-
19740,b1564,KEGG_reaction,-
19741,b1567,KEGG_reaction,R00026
19742,b1567,KEGG_reaction,R02558
19743,b1567,KEGG_reaction,R02887
19744,b1567,KEGG_reaction,R02985
19745,b1567,KEGG_reaction,R03527
19746,b1567,KEGG_reaction,R04949
19747,b1567,KEGG_reaction,R04998
19748,b1567,KEGG_reaction,R10035
19749,b1567,KEGG_reaction,R10039
19750,b1567,KEGG_reaction,R10040
19751,b1568,KEGG_reaction,-
19752,b1569,KEGG_reaction,-
19753,b1570,KEGG_reaction,-
19754,b1571,KEGG_reaction,-
19755,b1572,KEGG_reaction,-
19756,b1573,KEGG_reaction,-
19757,b1575,KEGG_reaction,-
19758,b1576,KEGG_reaction,-
19759,b4534,KEGG_reaction,-
19760,b1580,KEGG_reaction,R10848
19761,b1581,KEGG_reaction,R05606
19762,b1582,KEGG_reaction,-
19763,b1583,KEGG_reaction,-
19764,b1584,KEGG_reaction,R01154
19765,b1585,KEGG_reaction,-
19766,b1586,KEGG_reaction,-
19767,b1587,KEGG_reaction,R07229
19768,b1587,KEGG_reaction,R09501
19769,b1587,KEGG_reaction,R10127
19770,b1588,KEGG_reaction,R07229
19771,b1588,KEGG_reaction,R09501
19772,b1588,KEGG_reaction,R10127
19773,b1589,KEGG_reaction,R09501
19774,b1590,KEGG_reaction,R09501
19775,b1591,KEGG_reaction,-
19776,b1592,KEGG_reaction,-
19777,b1593,KEGG_reaction,R03182
19778,b1594,KEGG_reaction,-
19779,b1595,KEGG_reaction,-
19780,b1596,KEGG_reaction,-
19781,b1597,KEGG_reaction,-
19782,b1598,KEGG_reaction,-
19783,b1599,KEGG_reaction,-
19784,b1600,KEGG_reaction,-
19785,b1601,KEGG_reaction,-
19786,b1602,KEGG_reaction,R00112
19787,b1603,KEGG_reaction,R00112
19788,b1604,KEGG_reaction,-
19789,b1605,KEGG_reaction,-
19790,b1606,KEGG_reaction,R00936
19791,b1606,KEGG_reaction,R00939
19792,b1606,KEGG_reaction,R11019
19793,b1607,KEGG_reaction,-
19794,b1608,KEGG_reaction,-
19795,b1609,KEGG_reaction,-
19796,b1610,KEGG_reaction,-
19797,b1611,KEGG_reaction,R01082
19798,b1612,KEGG_reaction,R01082
19799,b1613,KEGG_reaction,R01819
19800,b1614,KEGG_reaction,-
19801,b1615,KEGG_reaction,-
19802,b1616,KEGG_reaction,-
19803,b1617,KEGG_reaction,R01478
19804,b1617,KEGG_reaction,R04979
19805,b1617,KEGG_reaction,R07818
19806,b1617,KEGG_reaction,R08127
19807,b1617,KEGG_reaction,R08260
19808,b1617,KEGG_reaction,R10830
19809,b1618,KEGG_reaction,-
19810,b1619,KEGG_reaction,-
19811,b1620,KEGG_reaction,-
19812,b1621,KEGG_reaction,R02738
19813,b1621,KEGG_reaction,R04111
19814,b1622,KEGG_reaction,R00782
19815,b1622,KEGG_reaction,R01286
19816,b1622,KEGG_reaction,R02408
19817,b1622,KEGG_reaction,R04941
19818,b1623,KEGG_reaction,R01560
19819,b1623,KEGG_reaction,R02556
19820,b1624,KEGG_reaction,R09954
19821,b4409,KEGG_reaction,-
19822,b1625,KEGG_reaction,-
19823,b1626,KEGG_reaction,-
19824,b1627,KEGG_reaction,-
19825,b1628,KEGG_reaction,-
19826,b1629,KEGG_reaction,-
19827,b1630,KEGG_reaction,-
19828,b1631,KEGG_reaction,-
19829,b1632,KEGG_reaction,-
19830,b1633,KEGG_reaction,-
19831,b1634,KEGG_reaction,-
19832,b1635,KEGG_reaction,R03522
19833,b1635,KEGG_reaction,R07002
19834,b1635,KEGG_reaction,R07003
19835,b1635,KEGG_reaction,R07004
19836,b1635,KEGG_reaction,R07023
19837,b1635,KEGG_reaction,R07024
19838,b1635,KEGG_reaction,R07025
19839,b1635,KEGG_reaction,R07026
19840,b1635,KEGG_reaction,R07069
19841,b1635,KEGG_reaction,R07070
19842,b1635,KEGG_reaction,R07083
19843,b1635,KEGG_reaction,R07084
19844,b1635,KEGG_reaction,R07091
19845,b1635,KEGG_reaction,R07092
19846,b1635,KEGG_reaction,R07093
19847,b1635,KEGG_reaction,R07094
19848,b1635,KEGG_reaction,R07100
19849,b1635,KEGG_reaction,R07113
19850,b1635,KEGG_reaction,R07116
19851,b1635,KEGG_reaction,R08280
19852,b1635,KEGG_reaction,R09409
19853,b1635,KEGG_reaction,R11905
19854,b1636,KEGG_reaction,R00174
19855,b1636,KEGG_reaction,R01909
19856,b1636,KEGG_reaction,R02493
19857,b1637,KEGG_reaction,R02918
19858,b1638,KEGG_reaction,R00277
19859,b1638,KEGG_reaction,R00278
19860,b1638,KEGG_reaction,R01710
19861,b1638,KEGG_reaction,R01711
19862,b1639,KEGG_reaction,-
19863,b1640,KEGG_reaction,-
19864,b1641,KEGG_reaction,-
19865,b1642,KEGG_reaction,-
19866,b1643,KEGG_reaction,-
19867,b1644,KEGG_reaction,-
19868,b1645,KEGG_reaction,-
19869,b1646,KEGG_reaction,-
19870,b1647,KEGG_reaction,-
19871,b1648,KEGG_reaction,-
19872,b1649,KEGG_reaction,-
19873,b1650,KEGG_reaction,R08014
19874,b1650,KEGG_reaction,R08017
19875,b1650,KEGG_reaction,R08042
19876,b1651,KEGG_reaction,R02530
19877,b1652,KEGG_reaction,-
19878,b1653,KEGG_reaction,-
19879,b1654,KEGG_reaction,-
19880,b1655,KEGG_reaction,R01206
19881,b1655,KEGG_reaction,R02334
19882,b1656,KEGG_reaction,-
19883,b1657,KEGG_reaction,-
19884,b1658,KEGG_reaction,-
19885,b1659,KEGG_reaction,-
19886,b1660,KEGG_reaction,-
19887,b1661,KEGG_reaction,-
19888,b1662,KEGG_reaction,R00066
19889,b1663,KEGG_reaction,-
19890,b1664,KEGG_reaction,-
19891,b1667,KEGG_reaction,-
19892,b1668,KEGG_reaction,-
19893,b1669,KEGG_reaction,-
19894,b1670,KEGG_reaction,R10149
19895,b1671,KEGG_reaction,R10149
19896,b1672,KEGG_reaction,-
19897,b1673,KEGG_reaction,R08571
19898,b1674,KEGG_reaction,-
19899,b1675,KEGG_reaction,-
19900,b1676,KEGG_reaction,R00200
19901,b1676,KEGG_reaction,R00430
19902,b1676,KEGG_reaction,R01138
19903,b1676,KEGG_reaction,R01858
19904,b1676,KEGG_reaction,R02320
19905,b1677,KEGG_reaction,-
19906,b1678,KEGG_reaction,-
19907,b1679,KEGG_reaction,-
19908,b1680,KEGG_reaction,R03599
19909,b1680,KEGG_reaction,R11528
19910,b1681,KEGG_reaction,-
19911,b1682,KEGG_reaction,-
19912,b1683,KEGG_reaction,-
19913,b1684,KEGG_reaction,-
19914,b1685,KEGG_reaction,-
19915,b1686,KEGG_reaction,R07262
19916,b1687,KEGG_reaction,-
19917,b1688,KEGG_reaction,-
19918,b1689,KEGG_reaction,-
19919,b1690,KEGG_reaction,-
19920,b1691,KEGG_reaction,-
19921,b1692,KEGG_reaction,R01872
19922,b1692,KEGG_reaction,R02413
19923,b1692,KEGG_reaction,R06846
19924,b1692,KEGG_reaction,R06847
19925,b1693,KEGG_reaction,R03084
19926,b1694,KEGG_reaction,R00928
19927,b1694,KEGG_reaction,R01179
19928,b1694,KEGG_reaction,R01359
19929,b1694,KEGG_reaction,R01449
19930,b1694,KEGG_reaction,R05508
19931,b1694,KEGG_reaction,R07832
19932,b1695,KEGG_reaction,R00924
19933,b1695,KEGG_reaction,R01175
19934,b1695,KEGG_reaction,R01279
19935,b1695,KEGG_reaction,R02661
19936,b1695,KEGG_reaction,R03172
19937,b1695,KEGG_reaction,R03777
19938,b1695,KEGG_reaction,R03857
19939,b1695,KEGG_reaction,R03990
19940,b1695,KEGG_reaction,R04095
19941,b1695,KEGG_reaction,R04432
19942,b1695,KEGG_reaction,R04751
19943,b1695,KEGG_reaction,R04754
19944,b1695,KEGG_reaction,R05619
19945,b1695,KEGG_reaction,R08089
19946,b1696,KEGG_reaction,-
19947,b1697,KEGG_reaction,-
19948,b1698,KEGG_reaction,-
19949,b1699,KEGG_reaction,-
19950,b1700,KEGG_reaction,-
19951,b1701,KEGG_reaction,R05620
19952,b1702,KEGG_reaction,R00199
19953,b1703,KEGG_reaction,-
19954,b1704,KEGG_reaction,R01826
19955,b1705,KEGG_reaction,-
19956,b1706,KEGG_reaction,-
19957,b1707,KEGG_reaction,-
19958,b1708,KEGG_reaction,-
19959,b1709,KEGG_reaction,-
19960,b1710,KEGG_reaction,R00274
19961,b1710,KEGG_reaction,R07034
19962,b1710,KEGG_reaction,R07035
19963,b1711,KEGG_reaction,-
19964,b1712,KEGG_reaction,-
19965,b1713,KEGG_reaction,R03660
19966,b1714,KEGG_reaction,R03660
19967,b1716,KEGG_reaction,-
19968,b1717,KEGG_reaction,-
19969,b1718,KEGG_reaction,-
19970,b1719,KEGG_reaction,R03663
19971,b4535,KEGG_reaction,-
19972,b1722,KEGG_reaction,-
19973,b1723,KEGG_reaction,R00756
19974,b1723,KEGG_reaction,R03236
19975,b1723,KEGG_reaction,R03237
19976,b1723,KEGG_reaction,R03238
19977,b1723,KEGG_reaction,R03239
19978,b1723,KEGG_reaction,R04779
19979,b1724,KEGG_reaction,-
19980,b1725,KEGG_reaction,-
19981,b1726,KEGG_reaction,-
19982,b1727,KEGG_reaction,R02728
19983,b1727,KEGG_reaction,R11310
19984,b1728,KEGG_reaction,-
19985,b1729,KEGG_reaction,-
19986,b1730,KEGG_reaction,-
19987,b1731,KEGG_reaction,-
19988,b1732,KEGG_reaction,R00009
19989,b1732,KEGG_reaction,R00602
19990,b1732,KEGG_reaction,R02670
19991,b1733,KEGG_reaction,-
19992,b1734,KEGG_reaction,R00839
19993,b1734,KEGG_reaction,R05133
19994,b1734,KEGG_reaction,R05134
19995,b1735,KEGG_reaction,-
19996,b1736,KEGG_reaction,R11170
19997,b1736,KEGG_reaction,R11172
19998,b1737,KEGG_reaction,R11170
19999,b1737,KEGG_reaction,R11172
20000,b1738,KEGG_reaction,R11170
20001,b1738,KEGG_reaction,R11172
20002,b1739,KEGG_reaction,-
20003,b1740,KEGG_reaction,R00189
20004,b1741,KEGG_reaction,-
20005,b1742,KEGG_reaction,-
20006,b1743,KEGG_reaction,-
20007,b1744,KEGG_reaction,R00411
20008,b1745,KEGG_reaction,R04189
20009,b1746,KEGG_reaction,R05049
20010,b1747,KEGG_reaction,R00832
20011,b1748,KEGG_reaction,R02283
20012,b1748,KEGG_reaction,R04217
20013,b1748,KEGG_reaction,R04475
20014,b1749,KEGG_reaction,-
20015,b1750,KEGG_reaction,-
20016,b1751,KEGG_reaction,-
20017,b1752,KEGG_reaction,-
20018,b1753,KEGG_reaction,-
20019,b1754,KEGG_reaction,-
20020,b1755,KEGG_reaction,-
20021,b1756,KEGG_reaction,-
20022,b1757,KEGG_reaction,R07461
20023,b1758,KEGG_reaction,R10464
20024,b1759,KEGG_reaction,-
20025,b1760,KEGG_reaction,-
20026,b1761,KEGG_reaction,R00248
20027,b1762,KEGG_reaction,-
20028,b1763,KEGG_reaction,-
20029,b1764,KEGG_reaction,R03595
20030,b1765,KEGG_reaction,-
20031,b1766,KEGG_reaction,-
20032,b1767,KEGG_reaction,R00485
20033,b1768,KEGG_reaction,R01268
20034,b1769,KEGG_reaction,-
20035,b1770,KEGG_reaction,-
20036,b1771,KEGG_reaction,R10718
20037,b1772,KEGG_reaction,R01541
20038,b1773,KEGG_reaction,-
20039,b1774,KEGG_reaction,R00875
20040,b1774,KEGG_reaction,R01896
20041,b1774,KEGG_reaction,R02855
20042,b1774,KEGG_reaction,R02946
20043,b1774,KEGG_reaction,R10504
20044,b1775,KEGG_reaction,-
20045,b1776,KEGG_reaction,-
20046,b1777,KEGG_reaction,-
20047,b1778,KEGG_reaction,-
20048,b1779,KEGG_reaction,R01061
20049,b1780,KEGG_reaction,R02739
20050,b1781,KEGG_reaction,-
20051,b1782,KEGG_reaction,-
20052,b1783,KEGG_reaction,-
20053,b1784,KEGG_reaction,-
20054,b1785,KEGG_reaction,-
20055,b1786,KEGG_reaction,-
20056,b1787,KEGG_reaction,-
20057,b1789,KEGG_reaction,-
20058,b1790,KEGG_reaction,-
20059,b1791,KEGG_reaction,-
20060,b1792,KEGG_reaction,-
20061,b1793,KEGG_reaction,-
20062,b1794,KEGG_reaction,R08057
20063,b4676,KEGG_reaction,-
20064,b1795,KEGG_reaction,-
20065,b1796,KEGG_reaction,-
20066,b1797,KEGG_reaction,-
20067,b1798,KEGG_reaction,-
20068,b1799,KEGG_reaction,-
20069,b1800,KEGG_reaction,R00215
20070,b1800,KEGG_reaction,R01751
20071,b1800,KEGG_reaction,R02545
20072,b1800,KEGG_reaction,R06180
20073,b1801,KEGG_reaction,-
20074,b1802,KEGG_reaction,R07409
20075,b1803,KEGG_reaction,-
20076,b1804,KEGG_reaction,-
20077,b1805,KEGG_reaction,R01280
20078,b1806,KEGG_reaction,-
20079,b1807,KEGG_reaction,-
20080,b1808,KEGG_reaction,-
20081,b1809,KEGG_reaction,-
20082,b1810,KEGG_reaction,-
20083,b1811,KEGG_reaction,-
20084,b1812,KEGG_reaction,R01716
20085,b1813,KEGG_reaction,-
20086,b1814,KEGG_reaction,R00220
20087,b1814,KEGG_reaction,R00590
20088,b1815,KEGG_reaction,-
20089,b1816,KEGG_reaction,-
20090,b1817,KEGG_reaction,R02630
20091,b1818,KEGG_reaction,R02630
20092,b1818,KEGG_reaction,R04076
20093,b1818,KEGG_reaction,R08366
20094,b1819,KEGG_reaction,R02630
20095,b1820,KEGG_reaction,-
20096,b1821,KEGG_reaction,-
20097,b1822,KEGG_reaction,R07233
20098,b1823,KEGG_reaction,-
20099,b1824,KEGG_reaction,-
20100,b1825,KEGG_reaction,-
20101,b1826,KEGG_reaction,-
20102,b4536,KEGG_reaction,-
20103,b1827,KEGG_reaction,-
20104,b1828,KEGG_reaction,-
20105,b1829,KEGG_reaction,-
20106,b1830,KEGG_reaction,-
20107,b1831,KEGG_reaction,-
20108,b1832,KEGG_reaction,R02025
20109,b1833,KEGG_reaction,-
20110,b1834,KEGG_reaction,-
20111,b1835,KEGG_reaction,-
20112,b1836,KEGG_reaction,-
20113,b1837,KEGG_reaction,-
20114,b1838,KEGG_reaction,-
20115,b1839,KEGG_reaction,-
20116,b1840,KEGG_reaction,-
20117,b1841,KEGG_reaction,-
20118,b1842,KEGG_reaction,R00375
20119,b1842,KEGG_reaction,R00376
20120,b1842,KEGG_reaction,R00377
20121,b1842,KEGG_reaction,R00378
20122,b1843,KEGG_reaction,-
20123,b1844,KEGG_reaction,-
20124,b1845,KEGG_reaction,-
20125,b1846,KEGG_reaction,-
20126,b1847,KEGG_reaction,-
20127,b1848,KEGG_reaction,-
20128,b1849,KEGG_reaction,R04325
20129,b1849,KEGG_reaction,R04326
20130,b1850,KEGG_reaction,R00470
20131,b1850,KEGG_reaction,R05605
20132,b1851,KEGG_reaction,R02036
20133,b1852,KEGG_reaction,R00835
20134,b1852,KEGG_reaction,R02736
20135,b1852,KEGG_reaction,R10907
20136,b1853,KEGG_reaction,-
20137,b1854,KEGG_reaction,R00200
20138,b1854,KEGG_reaction,R00430
20139,b1854,KEGG_reaction,R01138
20140,b1854,KEGG_reaction,R01858
20141,b1854,KEGG_reaction,R02320
20142,b1855,KEGG_reaction,R05075
20143,b1856,KEGG_reaction,-
20144,b1857,KEGG_reaction,-
20145,b1858,KEGG_reaction,-
20146,b1859,KEGG_reaction,-
20147,b1860,KEGG_reaction,-
20148,b1861,KEGG_reaction,-
20149,b1862,KEGG_reaction,-
20150,b1863,KEGG_reaction,-
20151,b1864,KEGG_reaction,-
20152,b1865,KEGG_reaction,R04638
20153,b1866,KEGG_reaction,R05577
20154,b1867,KEGG_reaction,-
20155,b1868,KEGG_reaction,-
20156,b1869,KEGG_reaction,-
20157,b1870,KEGG_reaction,-
20158,b1871,KEGG_reaction,-
20159,b1872,KEGG_reaction,R07229
20160,b1872,KEGG_reaction,R09501
20161,b1872,KEGG_reaction,R10127
20162,b1873,KEGG_reaction,-
20163,b1874,KEGG_reaction,-
20164,b1875,KEGG_reaction,-
20165,b1876,KEGG_reaction,R03646
20166,b1877,KEGG_reaction,-
20167,b1878,KEGG_reaction,-
20168,b1879,KEGG_reaction,-
20169,b1880,KEGG_reaction,-
20170,b1881,KEGG_reaction,-
20171,b1882,KEGG_reaction,-
20172,b1883,KEGG_reaction,-
20173,b1884,KEGG_reaction,-
20174,b1885,KEGG_reaction,-
20175,b1886,KEGG_reaction,-
20176,b1887,KEGG_reaction,-
20177,b1888,KEGG_reaction,-
20178,b1889,KEGG_reaction,-
20179,b1890,KEGG_reaction,-
20180,b1891,KEGG_reaction,-
20181,b1892,KEGG_reaction,-
20182,b1893,KEGG_reaction,-
20183,b1894,KEGG_reaction,-
20184,b1895,KEGG_reaction,-
20185,b1896,KEGG_reaction,R02737
20186,b1897,KEGG_reaction,R02778
20187,b4460,KEGG_reaction,-
20188,b1900,KEGG_reaction,-
20189,b1901,KEGG_reaction,-
20190,b1902,KEGG_reaction,-
20191,b4537,KEGG_reaction,-
20192,b4663,KEGG_reaction,-
20193,b1904,KEGG_reaction,-
20194,b1905,KEGG_reaction,-
20195,b1906,KEGG_reaction,-
20196,b1907,KEGG_reaction,-
20197,b1908,KEGG_reaction,-
20198,b1912,KEGG_reaction,R01801
20199,b1912,KEGG_reaction,R02030
20200,b1913,KEGG_reaction,-
20201,b1914,KEGG_reaction,-
20202,b1915,KEGG_reaction,-
20203,b1916,KEGG_reaction,-
20204,b1917,KEGG_reaction,-
20205,b1918,KEGG_reaction,-
20206,b1919,KEGG_reaction,R01874
20207,b1920,KEGG_reaction,-
20208,b1921,KEGG_reaction,-
20209,b1922,KEGG_reaction,-
20210,b1923,KEGG_reaction,-
20211,b1924,KEGG_reaction,-
20212,b1925,KEGG_reaction,-
20213,b1926,KEGG_reaction,-
20214,b1927,KEGG_reaction,R02108
20215,b1927,KEGG_reaction,R02112
20216,b1927,KEGG_reaction,R11262
