,gene_id,gene_name,gene_ontology
58037,b4240,treB,phosphoenolpyruvate-dependent sugar phosphotransferase system
58038,b4240,treB,phosphoenolpyruvate-dependent sugar phosphotransferase system
58039,b4240,treB,trehalose transport
58040,b4240,treB,plasma membrane
58041,b4240,treB,plasma membrane
58042,b4240,treB,plasma membrane
58043,b4240,treB,plasma membrane
58044,b4240,treB,plasma membrane
58045,b4240,treB,plasma membrane
58046,b4240,treB,membrane
58047,b4240,treB,protein-phosphocysteine-trehalose phosphotransferase system transporter activity
58048,b4240,treB,plasma membrane
58049,b4240,treB,trehalose transport
58050,b4240,treB,phosphoenolpyruvate-dependent sugar phosphotransferase system
58051,b2779,eno,glycolytic process
58052,b2779,eno,magnesium ion binding
58053,b2779,eno,magnesium ion binding
58054,b2779,eno,magnesium ion binding
58055,b2779,eno,phosphopyruvate hydratase activity
58056,b2779,eno,phosphopyruvate hydratase activity
58057,b2779,eno,phosphopyruvate hydratase activity
58058,b2779,eno,phosphopyruvate hydratase activity
58059,b2779,eno,phosphopyruvate hydratase activity
58060,b2779,eno,phosphopyruvate hydratase activity
58061,b2779,eno,phosphopyruvate hydratase activity
58062,b2779,eno,protein binding
58063,b2779,eno,protein binding
58064,b2779,eno,protein binding
58065,b2779,eno,protein binding
58066,b2779,eno,protein binding
58067,b2779,eno,protein binding
58068,b2779,eno,protein binding
58069,b2779,eno,protein binding
58070,b2779,eno,protein binding
58071,b2779,eno,lyase activity
58072,b2779,eno,identical protein binding
58073,b2779,eno,identical protein binding
58074,b2779,eno,protein homodimerization activity
58075,b2779,eno,metal ion binding
58076,b2779,eno,glycolytic process
58077,b2779,eno,glycolytic process
58078,b2779,eno,glycolytic process
58079,b2779,eno,glycolytic process
58080,b2779,eno,RNA processing
58081,b2779,eno,RNA catabolic process
58082,b2779,eno,extracellular region
58083,b2779,eno,extracellular region
58084,b2779,eno,cytoplasm
58085,b2779,eno,cytoplasm
58086,b2779,eno,cytoplasm
58087,b2779,eno,cytosol
58088,b2779,eno,cytosol
58089,b2779,eno,cytosol
58090,b2779,eno,cytoskeleton
58091,b2779,eno,cytoskeleton
58092,b2779,eno,cytoskeleton
58093,b2779,eno,cell surface
58094,b2779,eno,cell surface
58095,b2779,eno,membrane
58096,b2779,eno,phosphopyruvate hydratase complex
58097,b2779,eno,phosphopyruvate hydratase complex
58098,b2779,eno,membrane
58099,b2779,eno,bacterial degradosome
58100,b2779,eno,phosphopyruvate hydratase complex
58101,b2779,eno,glycolytic process
58102,b2779,eno,phosphopyruvate hydratase activity
58113,b2511,der,ribosomal large subunit assembly
58114,b2511,der,ribosomal large subunit assembly
58115,b2511,der,GTPase activity
58116,b2511,der,protein binding
58117,b2511,der,GTP binding
58118,b2511,der,GTP binding
58119,b2511,der,GTP binding
58120,b2511,der,GTPase activating protein binding
58121,b2511,der,ribosome binding
58122,b2511,der,ribosome binding
58123,b2511,der,ribosomal large subunit binding
58124,b2511,der,guanosine tetraphosphate binding
58125,b2511,der,guanosine tetraphosphate binding
58126,b2511,der,ribosome biogenesis
58127,b2511,der,cytosol
58128,b2511,der,cytosol
58129,b2511,der,ribosome binding
58130,b3909,kdgT,gluconate transmembrane transport
58131,b3909,kdgT,symporter activity
58132,b3909,kdgT,2-keto-3-deoxygluconate:proton symporter activity
58133,b3909,kdgT,2-keto-3-deoxygluconate:proton symporter activity
58134,b3909,kdgT,2-keto-3-deoxygluconate:proton symporter activity
58135,b3909,kdgT,carbohydrate transport
58136,b3909,kdgT,2-keto-3-deoxygluconate transmembrane transport
58137,b3909,kdgT,plasma membrane
58138,b3909,kdgT,plasma membrane
58139,b3909,kdgT,plasma membrane
58140,b3909,kdgT,plasma membrane
58141,b3909,kdgT,membrane
58142,b3909,kdgT,membrane
58143,b0170,tsf,translation elongation factor activity
58144,b0170,tsf,translation elongation factor activity
58145,b0170,tsf,translation elongation factor activity
58146,b0170,tsf,guanyl-nucleotide exchange factor activity
58147,b0170,tsf,protein binding
58148,b0170,tsf,protein binding
58149,b0170,tsf,protein binding
58150,b0170,tsf,protein binding
58151,b0170,tsf,protein binding
58152,b0170,tsf,protein binding
58153,b0170,tsf,protein binding
58154,b0170,tsf,zinc ion binding
58155,b0170,tsf,translation
58156,b0170,tsf,translational elongation
58157,b0170,tsf,translational elongation
58158,b0170,tsf,translational elongation
58159,b0170,tsf,translational elongation
58160,b0170,tsf,translational elongation
58161,b0170,tsf,cytoplasm
58162,b0170,tsf,cytoplasm
58163,b0170,tsf,cytoplasm
58164,b0170,tsf,cytoplasm
58165,b0170,tsf,cytosol
58166,b0170,tsf,cytosol
58167,b0170,tsf,cytosol
58168,b0170,tsf,membrane
58169,b0170,tsf,guanyl-nucleotide exchange factor complex
58170,b0170,tsf,guanyl-nucleotide exchange factor complex
58171,b0170,tsf,translation elongation factor activity
58172,b0170,tsf,translational elongation
58173,b1254,yciB,protein binding
58174,b1254,yciB,plasma membrane
58175,b1254,yciB,plasma membrane
58176,b1254,yciB,plasma membrane
58177,b1254,yciB,plasma membrane
58178,b1254,yciB,plasma membrane
58179,b1254,yciB,membrane
58180,b1254,yciB,plasma membrane
58181,b2313,cvpA,toxin biosynthetic process
58182,b2313,cvpA,toxin biosynthetic process
58183,b2313,cvpA,plasma membrane
58184,b2313,cvpA,plasma membrane
58185,b2313,cvpA,plasma membrane
58186,b2313,cvpA,membrane
58187,b4571,wbbL,glycosyltransferase activity
58188,b4571,wbbL,hexosyltransferase activity
58189,b4571,wbbL,lipopolysaccharide biosynthetic process
58190,b4571,wbbL,lipopolysaccharide biosynthetic process
58191,b4571,wbbL,lipopolysaccharide biosynthetic process
58192,b4571,wbbL,polysaccharide biosynthetic process
58193,b3437,gntK,D-gluconate catabolic process
58194,b3437,gntK,ATP binding
58195,b3437,gntK,kinase activity
58196,b3437,gntK,kinase activity
58197,b3437,gntK,protein homodimerization activity
58198,b3437,gntK,gluconokinase activity
58199,b3437,gntK,gluconokinase activity
58200,b3437,gntK,gluconokinase activity
58201,b3437,gntK,gluconokinase activity
58202,b3437,gntK,gluconokinase activity
58203,b3437,gntK,carbohydrate metabolic process
58204,b3437,gntK,D-gluconate catabolic process
58205,b3437,gntK,D-gluconate catabolic process
58206,b3437,gntK,gluconokinase activity
58207,b0998,torD,protein maturation
58208,b0998,torD,protein binding
58209,b0998,torD,protein binding
58210,b0998,torD,protein binding
58211,b0998,torD,protein binding
58212,b0998,torD,peptide binding
58213,b0998,torD,identical protein binding
58214,b0998,torD,molybdopterin cofactor binding
58215,b0998,torD,protein folding
58216,b0998,torD,protein complex oligomerization
58217,b0998,torD,cytoplasm
58218,b0998,torD,cytoplasm
58219,b0998,torD,cytoplasm
58220,b0998,torD,cytoplasm
58228,b3440,yhhX,nucleotide binding
58229,b3440,yhhX,oxidoreductase activity
58230,b3440,yhhX,cytosol
58231,b3440,yhhX,antibiotic biosynthetic process
58232,b3440,yhhX,scyllo-inositol dehydrogenase (NADP+) activity
58233,b3440,yhhX,cytosol
58234,b3439,yhhW,"quercetin 2,3-dioxygenase activity"
58235,b3439,yhhW,"quercetin 2,3-dioxygenase activity"
58236,b3439,yhhW,"quercetin 2,3-dioxygenase activity"
58237,b3439,yhhW,metal ion binding
58238,b3439,yhhW,dioxygenase activity
58239,b3421,rtcB,RNA repair
58240,b3421,rtcB,DNA ligase activity
58241,b3421,rtcB,GTP binding
58242,b3421,rtcB,ligase activity
58243,b3421,rtcB,manganese ion binding
58244,b3421,rtcB,manganese ion binding
58245,b3421,rtcB,metal ion binding
58246,b3421,rtcB,RNA ligase (GTP) activity
58247,b3421,rtcB,RNA ligase (GTP) activity
58248,b3421,rtcB,DNA repair
58249,b3421,rtcB,RNA processing
58250,b3421,rtcB,RNA processing
58251,b3421,rtcB,DNA damage response
58252,b3421,rtcB,RNA repair
58253,b3421,rtcB,RNA repair
58254,b3421,rtcB,DNA repair
58255,b3421,rtcB,RNA repair
58256,b0633,rlpA,FtsZ-dependent cytokinesis
58257,b0633,rlpA,lytic endotransglycosylase activity
58258,b0633,rlpA,lyase activity
58259,b0633,rlpA,lyase activity
58260,b0633,rlpA,peptidoglycan binding
58261,b0633,rlpA,peptidoglycan metabolic process
58262,b0633,rlpA,cell wall organization
58263,b0633,rlpA,plasma membrane
58264,b0633,rlpA,plasma membrane
58265,b0633,rlpA,cell outer membrane
58266,b0633,rlpA,cell outer membrane
58267,b0633,rlpA,cell outer membrane
58268,b1718,infC,response to cold
58269,b1718,infC,ribosome disassembly
58270,b1718,infC,RNA binding
58271,b1718,infC,translation initiation factor activity
58272,b1718,infC,translation initiation factor activity
58273,b1718,infC,translation initiation factor activity
58274,b1718,infC,translation initiation factor activity
58275,b1718,infC,protein binding
58276,b1718,infC,protein binding
58277,b1718,infC,ribosome binding
58278,b1718,infC,translation
58279,b1718,infC,translational initiation
58280,b1718,infC,translational initiation
58281,b1718,infC,translational initiation
58282,b1718,infC,cytoplasm
58283,b1718,infC,cytoplasm
58284,b1718,infC,cytoplasm
58285,b1718,infC,cytoplasm
58286,b1718,infC,cytosol
58287,b1718,infC,membrane
58288,b1718,infC,ribosome binding
58289,b1718,infC,ribosome disassembly
58290,b1718,infC,translation initiation factor activity
58291,b1718,infC,cytosol
58292,b3168,infB,translational initiation
58293,b3168,infB,response to cold
58294,b3168,infB,response to cold
58295,b3168,infB,response to cold
58296,b3168,infB,chaperone-mediated protein folding
58297,b3168,infB,chaperone-mediated protein folding
58298,b3168,infB,translation initiation factor activity
